12.22020,35.18400
11.05540,18.26040
17.03720,27.32400
14.00640,23.70800
11.71960,13.64660
16.76580,23.77200
14.95280,8.69660
17.15620,24.00000
12.97240,13.19740
10.10920,7.63320
11.42140,6.50440
28.32800,31.01000
11.46800,6.31020
16.81680,14.45160
11.28140,1.43236
10.75880,7.02580
12.73080,10.60960
10.26020,1.12154
12.85920,7.30360
14.14160,10.77860
12.37820,6.27720
40.54000,43.53400
10.98020,8.52600
12.65220,10.37500
11.12980,6.16500
37.89000,45.27600
25.65600,27.00200
21.91400,14.09340
26.35200,29.38400
44.40600,48.29400
10.50480,-2.44000
13.17880,11.99320
18.49640,24.26800
11.78360,3.69900
16.42220,13.08520
15.86680,9.12460
16.19180,8.23280
11.21260,6.78560
25.67200,20.23400
12.70680,10.99480
10.81380,1.11314
13.76500,7.82300
23.41600,10.77080
11.54740,4.88120
15.64940,13.46360
14.18620,2.09260
10.14040,10.26740
11.60280,3.68800
23.40000,16.00860
11.08320,2.03580
15.08040,13.50080
10.61540,3.67920
14.84780,8.57700
15.20620,9.99620
12.66560,2.84660
12.71780,-2.84220
12.54840,4.95120
11.27940,9.20840
18.62040,7.92480
18.90720,10.82820
17.65080,10.33880
10.35860,-1.48558
42.55800,35.85800
29.81600,24.10800
37.91800,34.10800
14.43640,9.77040
16.59020,11.48840
20.47200,15.55080
10.99880,2.03460
40.68200,41.98400
20.27200,13.35980
14.66900,8.05180
12.01240,2.55680
14.45180,6.68220
10.05380,-5.36140
13.09580,0.59356
15.07720,7.76900
10.07300,11.40280
20.54800,13.50520
10.21540,4.11520
11.45840,0.95906
10.37680,0.40842
12.71140,1.35722
19.53740,15.08700
13.03180,10.68720
17.03440,8.48300
18.36040,13.59620
12.00400,1.85390
11.04080,0.30400
10.11880,5.64280
11.41540,3.69020
15.27320,8.59180
11.74140,14.40580
10.61080,3.97380
16.58680,0.28908
26.78800,18.11020
10.87380,1.23410
